Model,MDO3034
Firmware Version,1.26

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,0.0001,
Horizontal Delay,0.0003,
Sample Interval,1e-07,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,2,5
Vertical Position,-3,-3
,,
,,
,,
Label,,
TIME,CH1,CH2
-1.185e-04,0.16,0.2
-1.184e-04,0.08,0.2
-1.183e-04,0.08,0.2
-1.182e-04,0.16,0.2
-1.181e-04,0.16,0.2
-1.180e-04,0,0.2
-1.179e-04,0.08,0.2
-1.178e-04,0.08,0.2
-1.177e-04,0.08,0.2
-1.176e-04,0.08,0.2
-1.175e-04,0.16,0.2
-1.174e-04,0.16,0.4
-1.173e-04,0.16,0.4
-1.172e-04,0.16,0.2
-1.171e-04,0.08,0.4
-1.170e-04,0.16,0.4
-1.169e-04,0.16,0.2
-1.168e-04,0.08,0.2
-1.167e-04,0.16,0.4
-1.166e-04,0.24,0.4
-1.165e-04,0.08,0.4
-1.164e-04,0.16,0.2
-1.163e-04,0.08,0.2
-1.162e-04,0.16,0.4
-1.161e-04,0.08,0.2
-1.160e-04,0.08,0.4
-1.159e-04,0.16,0.4
-1.158e-04,0.16,0.6
-1.157e-04,0.24,0.4
-1.156e-04,0.16,0.2
-1.155e-04,0.24,0.2
-1.154e-04,0.16,0.4
-1.153e-04,0.16,0.4
-1.152e-04,0.08,0.2
-1.151e-04,0.08,0.4
-1.150e-04,0.16,0.6
-1.149e-04,0.08,0.4
-1.148e-04,0.08,0.2
-1.147e-04,0.16,0.4
-1.146e-04,0.24,0
-1.145e-04,0.16,0.2
-1.144e-04,0.24,0.2
-1.143e-04,0.08,0.2
-1.142e-04,0.16,0.4
-1.141e-04,0.08,0.2
-1.140e-04,0.16,0.2
-1.139e-04,0.08,0.4
-1.138e-04,0.24,0.2
-1.137e-04,0.16,0.2
-1.136e-04,0.08,0.2
-1.135e-04,0.16,0.2
-1.134e-04,0.08,0
-1.133e-04,0.08,0.2
-1.132e-04,0.08,0.2
-1.131e-04,0.16,0.2
-1.130e-04,0.08,0.4
-1.129e-04,0.08,0.2
-1.128e-04,0.16,0.2
-1.127e-04,0.16,0.2
-1.126e-04,0.08,0.2
-1.125e-04,0.08,0.2
-1.124e-04,0.08,0.2
-1.123e-04,0.08,0.2
-1.122e-04,0.16,0.2
-1.121e-04,0,0.2
-1.120e-04,0.08,0.4
-1.119e-04,0.08,0.6
-1.118e-04,0.16,0.2
-1.117e-04,0.16,0.4
-1.116e-04,0.08,0.2
-1.115e-04,0.08,0.2
-1.114e-04,0.16,0.4
-1.113e-04,0.16,0.2
-1.112e-04,0.08,0.4
-1.111e-04,0.16,0.4
-1.110e-04,0.08,0.2
-1.109e-04,0.16,0.2
-1.108e-04,0.16,0.2
-1.107e-04,0.16,0.2
-1.106e-04,0.08,0.6
-1.105e-04,0.16,0.2
-1.104e-04,0.08,0.2
-1.103e-04,0.16,0.4
-1.102e-04,0.08,0.2
-1.101e-04,0.08,0.4
-1.100e-04,0.16,0.2
-1.099e-04,0.08,0.2
-1.098e-04,0.08,0.2
-1.097e-04,0.08,0.2
-1.096e-04,0.08,0.4
-1.095e-04,0.16,0.4
-1.094e-04,0.16,0.2
-1.093e-04,0.16,0.2
-1.092e-04,0.16,0.4
-1.091e-04,0.08,0.2
-1.090e-04,0.16,0.2
-1.089e-04,0.08,0.2
-1.088e-04,0.16,0.2
-1.087e-04,0.16,0.4
-1.086e-04,0.16,0.2
-1.085e-04,0.08,0.2
-1.084e-04,0.16,0.2
-1.083e-04,0,0.2
-1.082e-04,0.16,0.2
-1.081e-04,0.08,0.2
-1.080e-04,0.08,0.2
-1.079e-04,0.08,0.2
-1.078e-04,0.08,0.4
-1.077e-04,0.08,0.2
-1.076e-04,0.16,0.6
-1.075e-04,0.16,0.2
-1.074e-04,0.16,0.2
-1.073e-04,0.08,0.4
-1.072e-04,0.16,0.6
-1.071e-04,0.16,0.2
-1.070e-04,0.16,0.2
-1.069e-04,0.08,0.4
-1.068e-04,0.08,0.2
-1.067e-04,0.08,0.2
-1.066e-04,0.16,0.6
-1.065e-04,0.16,0.4
-1.064e-04,0.16,0.2
-1.063e-04,0.16,0.2
-1.062e-04,0.08,0.2
-1.061e-04,0.16,0.2
-1.060e-04,0.08,0.2
-1.059e-04,0.08,0.4
-1.058e-04,0.16,0.4
-1.057e-04,0.08,0.2
-1.056e-04,0.16,0.2
-1.055e-04,0.16,0.2
-1.054e-04,0.16,0.2
-1.053e-04,0.24,0.2
-1.052e-04,0.08,0.2
-1.051e-04,0.16,0.4
-1.050e-04,0,0.2
-1.049e-04,0.08,0.2
-1.048e-04,0.24,0.4
-1.047e-04,0.08,0.4
-1.046e-04,0.16,0.2
-1.045e-04,0.16,0.4
-1.044e-04,0,0.2
-1.043e-04,0.08,0.6
-1.042e-04,0.08,0.4
-1.041e-04,0.08,0.2
-1.040e-04,0.16,0.2
-1.039e-04,0.16,0.4
-1.038e-04,0.08,0.4
-1.037e-04,0.08,0.2
-1.036e-04,0.08,0.4
-1.035e-04,0.08,0.2
-1.034e-04,0.08,0.2
-1.033e-04,0.16,0.4
-1.032e-04,0.24,0.2
-1.031e-04,0.16,0.2
-1.030e-04,0.08,0.2
-1.029e-04,0.16,0
-1.028e-04,0.08,0.4
-1.027e-04,0.08,0.2
-1.026e-04,0.08,0.2
-1.025e-04,0.08,0.2
-1.024e-04,0.08,0.2
-1.023e-04,0.16,0.4
-1.022e-04,0.16,0.4
-1.021e-04,0.16,0.4
-1.020e-04,0.16,0.2
-1.019e-04,0.16,0.4
-1.018e-04,0.16,0.4
-1.017e-04,0.16,0.4
-1.016e-04,0.08,0.2
-1.015e-04,0.16,0.2
-1.014e-04,0.16,0.2
-1.013e-04,0.08,0.2
-1.012e-04,0.16,0.2
-1.011e-04,0.08,0.4
-1.010e-04,0.16,0.2
-1.009e-04,0.16,0.2
-1.008e-04,0.08,0.2
-1.007e-04,0.24,0.2
-1.006e-04,0.16,0.4
-1.005e-04,0.08,0.2
-1.004e-04,0.08,0.2
-1.003e-04,0.16,0.4
-1.002e-04,0.08,0.4
-1.001e-04,0.16,0.2
-1.000e-04,0.08,0.2
-9.990e-05,0.16,0.4
-9.980e-05,0.16,0.2
-9.970e-05,0.16,0.2
-9.960e-05,0.08,0.2
-9.950e-05,0.08,0.2
-9.940e-05,0.24,0.4
-9.930e-05,0.16,0.2
-9.920e-05,0.16,0.2
-9.910e-05,0.08,0.2
-9.900e-05,0.08,0.2
-9.890e-05,0.16,0
-9.880e-05,0.08,0.4
-9.870e-05,0.08,0.2
-9.860e-05,0.08,0.2
-9.850e-05,0.08,0.4
-9.840e-05,0.08,0.2
-9.830e-05,0.16,0.4
-9.820e-05,0.16,0.2
-9.810e-05,0.08,0.4
-9.800e-05,0.16,0.2
-9.790e-05,0.08,0.2
-9.780e-05,0.24,0.4
-9.770e-05,0.08,0.2
-9.760e-05,0.24,0.2
-9.750e-05,0.16,0.2
-9.740e-05,0.16,0.2
-9.730e-05,0.08,0.2
-9.720e-05,0.08,0.2
-9.710e-05,0.08,0.4
-9.700e-05,0.08,0.2
-9.690e-05,0.24,0.2
-9.680e-05,0.08,0.2
-9.670e-05,0.08,0.2
-9.660e-05,0.16,0
-9.650e-05,0.08,0.2
-9.640e-05,0.16,0.2
-9.630e-05,0.08,0.2
-9.620e-05,0.08,0.2
-9.610e-05,0.16,0.2
-9.600e-05,0.08,0.2
-9.590e-05,0.16,0.2
-9.580e-05,0.24,0
-9.570e-05,0.16,0.4
-9.560e-05,0.16,0.2
-9.550e-05,0.08,0.4
-9.540e-05,0.16,0.4
-9.530e-05,0.08,0.4
-9.520e-05,0.08,0.4
-9.510e-05,0,0.4
-9.500e-05,0.08,0.2
-9.490e-05,0.16,0.2
-9.480e-05,0.08,0.2
-9.470e-05,0.08,0.4
-9.460e-05,0.08,0.4
-9.450e-05,0.08,0.2
-9.440e-05,0.08,0.2
-9.430e-05,0.08,0.4
-9.420e-05,0.08,0
-9.410e-05,0.08,0.2
-9.400e-05,0.16,0.2
-9.390e-05,0.08,0.4
-9.380e-05,0.24,0
-9.370e-05,0.08,0.2
-9.360e-05,0.08,0.2
-9.350e-05,0.16,0.2
-9.340e-05,0.16,0.2
-9.330e-05,0.16,0.4
-9.320e-05,0.08,0.2
-9.310e-05,0.16,0.4
-9.300e-05,0.08,0.4
-9.290e-05,0.16,0.4
-9.280e-05,0.16,0.4
-9.270e-05,0.08,0.4
-9.260e-05,0.08,0.2
-9.250e-05,0.08,0.4
-9.240e-05,0.16,0.2
-9.230e-05,0.08,0.4
-9.220e-05,0.08,0.2
-9.210e-05,0.16,0.2
-9.200e-05,0.16,0.4
-9.190e-05,0.08,0.4
-9.180e-05,0.16,0.2
-9.170e-05,0.08,0.4
-9.160e-05,0.08,0
-9.150e-05,0.08,0.2
-9.140e-05,0.08,0.2
-9.130e-05,0.08,0.4
-9.120e-05,0.16,0.2
-9.110e-05,0.16,0.4
-9.100e-05,0.16,0.4
-9.090e-05,0.16,0.2
-9.080e-05,0.08,0.4
-9.070e-05,0,0.4
-9.060e-05,0.08,0.2
-9.050e-05,0.08,0.2
-9.040e-05,0.16,0.2
-9.030e-05,0.08,0.2
-9.020e-05,0.16,0.2
-9.010e-05,0.08,0.4
-9.000e-05,0.08,0.2
-8.990e-05,0.08,0.4
-8.980e-05,0.16,0.4
-8.970e-05,0.16,0.2
-8.960e-05,0.08,0.2
-8.950e-05,0.08,0.2
-8.940e-05,0.08,0.4
-8.930e-05,0.24,0.2
-8.920e-05,0.08,0.2
-8.910e-05,0.16,0.2
-8.900e-05,0.08,0.2
-8.890e-05,0.16,0.2
-8.880e-05,0.08,0.4
-8.870e-05,0.08,0.4
-8.860e-05,0.16,0.2
-8.850e-05,0.08,0.2
-8.840e-05,0.16,0.2
-8.830e-05,0.16,0.2
-8.820e-05,0.16,0.2
-8.810e-05,0.08,0.2
-8.800e-05,0.08,0.2
-8.790e-05,0.16,0
-8.780e-05,0.08,0.2
-8.770e-05,0.08,0.6
-8.760e-05,0.16,0.4
-8.750e-05,0.16,0.2
-8.740e-05,0.08,0.2
-8.730e-05,0.08,0.2
-8.720e-05,0.16,0.4
-8.710e-05,0.16,0.4
-8.700e-05,0.08,0.2
-8.690e-05,0.08,0.4
-8.680e-05,0.08,0.2
-8.670e-05,0.08,0.2
-8.660e-05,0.16,0.4
-8.650e-05,0.16,0.4
-8.640e-05,0,0.4
-8.630e-05,0.16,0.2
-8.620e-05,0.16,0.4
-8.610e-05,0.08,0.2
-8.600e-05,0.16,0.2
-8.590e-05,0.24,0.2
-8.580e-05,0.08,0.4
-8.570e-05,0.24,0.2
-8.560e-05,0.16,0.4
-8.550e-05,0.16,0.2
-8.540e-05,0.16,0.4
-8.530e-05,0.16,0.2
-8.520e-05,0.08,0.4
-8.510e-05,0.24,0.4
-8.500e-05,0.08,0.2
-8.490e-05,0.16,0.4
-8.480e-05,0.08,0.4
-8.470e-05,0.16,0.2
-8.460e-05,0.16,0.2
-8.450e-05,0.16,0.4
-8.440e-05,0.08,0.4
-8.430e-05,0.16,0.4
-8.420e-05,0.08,0.4
-8.410e-05,0.16,0.2
-8.400e-05,0.08,0.4
-8.390e-05,0.08,0.2
-8.380e-05,0.08,0.2
-8.370e-05,0.08,0.2
-8.360e-05,0.16,0.2
-8.350e-05,0.16,0.2
-8.340e-05,0.08,0.2
-8.330e-05,0.16,0.4
-8.320e-05,0.08,0.2
-8.310e-05,0.16,0.4
-8.300e-05,0.16,0.2
-8.290e-05,0.16,0.4
-8.280e-05,0.08,0.4
-8.270e-05,0.08,0.4
-8.260e-05,0.24,0.2
-8.250e-05,0.08,0.2
-8.240e-05,0.08,0.2
-8.230e-05,0.08,0.4
-8.220e-05,0.16,0.2
-8.210e-05,0.16,0.4
-8.200e-05,0.16,0.2
-8.190e-05,0.08,0.4
-8.180e-05,0.08,0.2
-8.170e-05,0.08,0.4
-8.160e-05,0.08,0.2
-8.150e-05,0.16,0.2
-8.140e-05,0.08,0
-8.130e-05,0.08,0.4
-8.120e-05,0.08,0.2
-8.110e-05,0.08,0.2
-8.100e-05,0.16,0.4
-8.090e-05,0.08,0.2
-8.080e-05,0.08,0.2
-8.070e-05,0.08,0.2
-8.060e-05,0.08,0.4
-8.050e-05,0.16,0.2
-8.040e-05,0.08,0.2
-8.030e-05,0.08,0.2
-8.020e-05,0.16,0.2
-8.010e-05,0.16,0.4
-8.000e-05,0.08,0
-7.990e-05,0.16,0
-7.980e-05,0.08,0.2
-7.970e-05,0.16,0.2
-7.960e-05,0.16,0.4
-7.950e-05,0.16,0.2
-7.940e-05,0.08,0.2
-7.930e-05,0.08,0.4
-7.920e-05,0.16,0.2
-7.910e-05,0.16,0.2
-7.900e-05,0.24,0.4
-7.890e-05,0.16,0.4
-7.880e-05,0.16,0.2
-7.870e-05,0.16,0.2
-7.860e-05,0.16,0.2
-7.850e-05,0.24,0.2
-7.840e-05,0.16,0.6
-7.830e-05,0.08,0.2
-7.820e-05,0.16,0.2
-7.810e-05,0.08,0.2
-7.800e-05,0.08,0.4
-7.790e-05,0.16,0.2
-7.780e-05,0,0.2
-7.770e-05,0.16,0.2
-7.760e-05,0,0.2
-7.750e-05,0.08,0.4
-7.740e-05,0.08,0.2
-7.730e-05,0.08,0.2
-7.720e-05,0.16,0.4
-7.710e-05,0.16,0.4
-7.700e-05,0.16,0.2
-7.690e-05,0.16,0.4
-7.680e-05,0.08,0.2
-7.670e-05,0.16,0.6
-7.660e-05,0.08,0.4
-7.650e-05,0.08,0.4
-7.640e-05,0.24,0.6
-7.630e-05,0.16,0.4
-7.620e-05,0.24,0.4
-7.610e-05,0.08,0.4
-7.600e-05,0.08,0.2
-7.590e-05,0.16,0.4
-7.580e-05,0.08,0.4
-7.570e-05,0.16,0.2
-7.560e-05,0.08,0.2
-7.550e-05,0.08,0.6
-7.540e-05,0.08,0.2
-7.530e-05,0.08,0.2
-7.520e-05,0.08,0.4
-7.510e-05,0.08,0.4
-7.500e-05,0.16,0.2
-7.490e-05,0.16,0.4
-7.480e-05,0.08,0.2
-7.470e-05,0.16,0.4
-7.460e-05,0.08,0.2
-7.450e-05,0.08,0.2
-7.440e-05,0.08,0.2
-7.430e-05,0.16,0.2
-7.420e-05,0.16,0.2
-7.410e-05,0.16,0.4
-7.400e-05,0.08,0.2
-7.390e-05,0.16,0.2
-7.380e-05,0.08,0.4
-7.370e-05,0.08,0.2
-7.360e-05,0.16,0.4
-7.350e-05,0.16,0.2
-7.340e-05,0.08,0.4
-7.330e-05,0.08,0.2
-7.320e-05,0.16,0.2
-7.310e-05,0.08,0.2
-7.300e-05,0.08,0.4
-7.290e-05,0.16,0.6
-7.280e-05,0.16,0.4
-7.270e-05,0.16,0.6
-7.260e-05,0.16,0.2
-7.250e-05,0.08,0
-7.240e-05,0.08,0.4
-7.230e-05,0.08,0.4
-7.220e-05,0.08,0.4
-7.210e-05,0.24,0.2
-7.200e-05,0.08,0.2
-7.190e-05,0.08,0.2
-7.180e-05,0.08,0.4
-7.170e-05,0.16,0.2
-7.160e-05,0.16,0.4
-7.150e-05,0.08,0.4
-7.140e-05,0.16,0.2
-7.130e-05,0.16,0.2
-7.120e-05,0.08,0
-7.110e-05,0.08,0.2
-7.100e-05,0.08,0.2
-7.090e-05,0.08,0.4
-7.080e-05,0.08,0.2
-7.070e-05,0.16,0.6
-7.060e-05,0.08,0.4
-7.050e-05,0.16,0.2
-7.040e-05,0.16,0.2
-7.030e-05,0.08,0.6
-7.020e-05,0.16,0.4
-7.010e-05,0.16,0.2
-7.000e-05,0.24,0.2
-6.990e-05,0.08,0.4
-6.980e-05,0.08,0.2
-6.970e-05,0.08,0.6
-6.960e-05,0.08,0.2
-6.950e-05,0.16,0.2
-6.940e-05,0.16,0.2
-6.930e-05,0.08,0.2
-6.920e-05,0.16,0.4
-6.910e-05,0.08,0.4
-6.900e-05,0.16,0.2
-6.890e-05,0.16,0.2
-6.880e-05,0.24,0.4
-6.870e-05,0.16,0.2
-6.860e-05,0.16,0.4
-6.850e-05,0.16,0.2
-6.840e-05,0.16,0.2
-6.830e-05,0.16,0.2
-6.820e-05,0.08,0.4
-6.810e-05,0.08,0.2
-6.800e-05,0.16,0.4
-6.790e-05,0,0.4
-6.780e-05,0.16,0.6
-6.770e-05,0.16,0.4
-6.760e-05,0.24,0.2
-6.750e-05,0.16,0.2
-6.740e-05,0.08,0.4
-6.730e-05,0.08,0.2
-6.720e-05,0.08,0.2
-6.710e-05,0.24,0.6
-6.700e-05,0.24,0.2
-6.690e-05,0.16,0.2
-6.680e-05,0.16,0.4
-6.670e-05,0.08,0.4
-6.660e-05,0.16,0
-6.650e-05,0.16,0.6
-6.640e-05,0.16,0.4
-6.630e-05,0.16,0.2
-6.620e-05,0.08,0.2
-6.610e-05,0.08,0.4
-6.600e-05,0.16,0.2
-6.590e-05,0.16,0.4
-6.580e-05,0.08,0.2
-6.570e-05,0.08,0.4
-6.560e-05,0.08,0.4
-6.550e-05,0.08,0.4
-6.540e-05,0,0.2
-6.530e-05,0.16,0
-6.520e-05,0.16,0.4
-6.510e-05,0.08,0.2
-6.500e-05,0,0.2
-6.490e-05,0.08,0.2
-6.480e-05,0.08,0.4
-6.470e-05,0.16,0.2
-6.460e-05,0.08,0.4
-6.450e-05,0.16,0.2
-6.440e-05,0.16,0.2
-6.430e-05,0.08,0.2
-6.420e-05,0.16,0.4
-6.410e-05,0,0.4
-6.400e-05,0.16,0.2
-6.390e-05,0.16,0.2
-6.380e-05,0.16,0.2
-6.370e-05,0.08,0.2
-6.360e-05,0.16,0.4
-6.350e-05,0.08,0
-6.340e-05,0.08,0.4
-6.330e-05,0.08,0.4
-6.320e-05,0.16,0.2
-6.310e-05,0.16,0.2
-6.300e-05,0.16,0.4
-6.290e-05,0.16,0.2
-6.280e-05,0.08,0.2
-6.270e-05,0.08,0.4
-6.260e-05,0.08,0.2
-6.250e-05,0.16,0.2
-6.240e-05,0.16,0.2
-6.230e-05,0.16,0.2
-6.220e-05,0.16,0.4
-6.210e-05,0.16,0.4
-6.200e-05,0,0.2
-6.190e-05,0.08,0.2
-6.180e-05,0.16,0.4
-6.170e-05,0.08,0.6
-6.160e-05,0.16,0.2
-6.150e-05,0.08,0.4
-6.140e-05,0.08,0.2
-6.130e-05,0.08,0.2
-6.120e-05,0.16,0.4
-6.110e-05,0.16,0.2
-6.100e-05,0.16,0.2
-6.090e-05,0.16,0.2
-6.080e-05,0.16,0.4
-6.070e-05,0.08,0.2
-6.060e-05,0.08,0.4
-6.050e-05,0.08,0
-6.040e-05,0.08,0.4
-6.030e-05,0.08,0.4
-6.020e-05,0.08,0.4
-6.010e-05,0.24,0.2
-6.000e-05,0.24,0.4
-5.990e-05,0.08,0.2
-5.980e-05,0.16,0.2
-5.970e-05,0.08,0.4
-5.960e-05,0.08,0.2
-5.950e-05,0.16,0.2
-5.940e-05,0.16,0.4
-5.930e-05,0.16,0.4
-5.920e-05,0.08,0.2
-5.910e-05,0.16,0.4
-5.900e-05,0.16,0.4
-5.890e-05,0.08,0.4
-5.880e-05,0.08,0.2
-5.870e-05,0.08,0.2
-5.860e-05,0.08,0.2
-5.850e-05,0.08,0.4
-5.840e-05,0.24,0.2
-5.830e-05,0.16,0.4
-5.820e-05,0.08,0.6
-5.810e-05,0.24,0.4
-5.800e-05,0.16,0
-5.790e-05,0.16,0.4
-5.780e-05,0.08,0.4
-5.770e-05,0.16,0.2
-5.760e-05,0.16,0.2
-5.750e-05,0.16,0.4
-5.740e-05,0.16,0.4
-5.730e-05,0.16,0.2
-5.720e-05,0.08,0.2
-5.710e-05,0.24,0.4
-5.700e-05,0.24,0.2
-5.690e-05,0.08,0.2
-5.680e-05,0.16,0.2
-5.670e-05,0.16,0.2
-5.660e-05,0.08,0
-5.650e-05,0.24,0.2
-5.640e-05,0.08,0.4
-5.630e-05,0.16,0.2
-5.620e-05,0.08,0.2
-5.610e-05,0.08,0.4
-5.600e-05,0.16,0.2
-5.590e-05,0.08,0.4
-5.580e-05,0.16,0.4
-5.570e-05,0.08,0.4
-5.560e-05,0.16,0.4
-5.550e-05,0.16,0.2
-5.540e-05,0.16,0.2
-5.530e-05,0.16,0.2
-5.520e-05,0,0.2
-5.510e-05,0.08,0.4
-5.500e-05,0.16,0.4
-5.490e-05,0.08,0
-5.480e-05,0.16,0.2
-5.470e-05,0.08,0.2
-5.460e-05,0.16,0.4
-5.450e-05,0.16,0.2
-5.440e-05,0.16,0.8
-5.430e-05,0.08,0.2
-5.420e-05,0.08,0.2
-5.410e-05,0.16,0.4
-5.400e-05,0.08,0.4
-5.390e-05,0.08,0.2
-5.380e-05,0,0.2
-5.370e-05,0.16,0.2
-5.360e-05,0.16,0.2
-5.350e-05,0.24,0.2
-5.340e-05,0.08,0.2
-5.330e-05,0.08,0.4
-5.320e-05,0.08,0.2
-5.310e-05,0.08,0.4
-5.300e-05,0.16,0.2
-5.290e-05,0.16,0.2
-5.280e-05,0.16,0.2
-5.270e-05,0.08,0.2
-5.260e-05,0.08,0.4
-5.250e-05,0.08,0.2
-5.240e-05,0.08,0.2
-5.230e-05,0.08,0.4
-5.220e-05,0.16,0.2
-5.210e-05,0.16,0.2
-5.200e-05,0.16,0.4
-5.190e-05,0.16,0.2
-5.180e-05,0.16,0.2
-5.170e-05,0.08,0.4
-5.160e-05,0.08,0.4
-5.150e-05,0.08,0
-5.140e-05,0.16,0.4
-5.130e-05,0.08,0.2
-5.120e-05,0.16,0.4
-5.110e-05,0.16,0
-5.100e-05,0.08,0.4
-5.090e-05,0.08,0.2
-5.080e-05,0.08,0.2
-5.070e-05,0.16,0.2
-5.060e-05,0.08,0.4
-5.050e-05,0.16,0.4
-5.040e-05,0.08,0.2
-5.030e-05,0.16,0.4
-5.020e-05,0.16,0
-5.010e-05,0.08,0.2
-5.000e-05,0.16,0.4
-4.990e-05,0.16,0.6
-4.980e-05,0.16,0.2
-4.970e-05,0.16,0.2
-4.960e-05,0.16,0.4
-4.950e-05,0.16,0
-4.940e-05,0.16,0.2
-4.930e-05,0.16,0.2
-4.920e-05,0.16,0.2
-4.910e-05,0.16,0.4
-4.900e-05,0.08,0.4
-4.890e-05,0.16,0.2
-4.880e-05,0.16,0.2
-4.870e-05,0.08,0.4
-4.860e-05,0.08,0.2
-4.850e-05,0.08,0.2
-4.840e-05,0.16,0.4
-4.830e-05,0.16,0.2
-4.820e-05,0.08,0.4
-4.810e-05,0.08,0.2
-4.800e-05,0.08,0.4
-4.790e-05,0.08,0.2
-4.780e-05,0.08,0.2
-4.770e-05,0.08,0.4
-4.760e-05,0.16,0.2
-4.750e-05,0.08,0.4
-4.740e-05,0.16,0
-4.730e-05,0.16,0.2
-4.720e-05,0.16,0.2
-4.710e-05,0.08,0.2
-4.700e-05,0.08,0.2
-4.690e-05,0.08,0.2
-4.680e-05,0.08,0.2
-4.670e-05,0,0.2
-4.660e-05,0.16,0.2
-4.650e-05,0.16,0.2
-4.640e-05,0.16,0.4
-4.630e-05,0.16,0.4
-4.620e-05,0.16,0.2
-4.610e-05,0.16,0.2
-4.600e-05,0.08,0.2
-4.590e-05,0.08,0
-4.580e-05,0.16,0.2
-4.570e-05,0.08,0.2
-4.560e-05,0.08,0.2
-4.550e-05,0.08,0
-4.540e-05,0.08,0.2
-4.530e-05,0.08,0.4
-4.520e-05,0.16,0.2
-4.510e-05,0.08,0.2
-4.500e-05,0.16,0.2
-4.490e-05,0.08,0.2
-4.480e-05,0.08,0.4
-4.470e-05,0.08,0.2
-4.460e-05,0.08,0.4
-4.450e-05,0.08,0.2
-4.440e-05,0.08,0.2
-4.430e-05,0.16,0.4
-4.420e-05,0.08,0.4
-4.410e-05,0.08,0.4
-4.400e-05,0.08,0.4
-4.390e-05,0.08,0
-4.380e-05,0.08,0.4
-4.370e-05,0.08,0.2
-4.360e-05,0.08,0.4
-4.350e-05,0.16,0.2
-4.340e-05,0.16,0.2
-4.330e-05,0.16,0.2
-4.320e-05,0.08,0.2
-4.310e-05,0.08,0.6
-4.300e-05,0.08,0.4
-4.290e-05,0.08,0.2
-4.280e-05,0.08,0.4
-4.270e-05,0.16,0.2
-4.260e-05,0.08,0.2
-4.250e-05,0.08,0.2
-4.240e-05,0,0.2
-4.230e-05,0.16,0.2
-4.220e-05,0.16,0.2
-4.210e-05,0.08,0.2
-4.200e-05,0.08,0.2
-4.190e-05,0.16,0.2
-4.180e-05,0,0.2
-4.170e-05,0.16,0.2
-4.160e-05,0.16,0.2
-4.150e-05,0.08,0.4
-4.140e-05,0.08,0.2
-4.130e-05,0.08,0.2
-4.120e-05,0.08,0.2
-4.110e-05,0.08,0.2
-4.100e-05,0.16,0.2
-4.090e-05,0.16,0.4
-4.080e-05,0.16,0.2
-4.070e-05,0.08,0.2
-4.060e-05,0.08,0.2
-4.050e-05,0.16,0.2
-4.040e-05,0.16,0.4
-4.030e-05,0.08,0.2
-4.020e-05,0.16,0.4
-4.010e-05,0.08,0.2
-4.000e-05,0.08,0.4
-3.990e-05,0.08,0.2
-3.980e-05,0.08,0.2
-3.970e-05,0.16,0.2
-3.960e-05,0.16,0.2
-3.950e-05,0.16,0.4
-3.940e-05,0.16,0.2
-3.930e-05,0.08,0.4
-3.920e-05,0.24,0.2
-3.910e-05,0.16,0.2
-3.900e-05,0.08,0.4
-3.890e-05,0.16,0.2
-3.880e-05,0.16,0.2
-3.870e-05,0.16,0.2
-3.860e-05,0.16,0.2
-3.850e-05,0.08,0.2
-3.840e-05,0.16,0
-3.830e-05,0.08,0.4
-3.820e-05,0.16,0.2
-3.810e-05,0.16,0.2
-3.800e-05,0.16,0.2
-3.790e-05,0.08,0.2
-3.780e-05,0.08,0.2
-3.770e-05,0.16,0.2
-3.760e-05,0.16,0.2
-3.750e-05,0.08,0.4
-3.740e-05,0.16,0.4
-3.730e-05,0.16,0.2
-3.720e-05,0.08,0.4
-3.710e-05,0.08,0.2
-3.700e-05,0.08,0.2
-3.690e-05,0.16,0.2
-3.680e-05,0.16,0.4
-3.670e-05,0.16,0.2
-3.660e-05,0.08,0.4
-3.650e-05,0.16,0.2
-3.640e-05,0.16,0
-3.630e-05,0.16,0.4
-3.620e-05,0.16,0.2
-3.610e-05,0.16,0.2
-3.600e-05,0.16,0.4
-3.590e-05,0.16,0.6
-3.580e-05,0.08,0.2
-3.570e-05,0.08,0.4
-3.560e-05,0.08,0
-3.550e-05,0.16,0.2
-3.540e-05,0.16,0.4
-3.530e-05,0.08,0.2
-3.520e-05,0.08,0.4
-3.510e-05,0.24,0.2
-3.500e-05,0.16,0.2
-3.490e-05,0.16,0.2
-3.480e-05,0.08,0.2
-3.470e-05,0.08,0.2
-3.460e-05,0.16,0.2
-3.450e-05,0.08,0.4
-3.440e-05,0.08,0.4
-3.430e-05,0.24,0.2
-3.420e-05,0.16,0.2
-3.410e-05,0.08,0
-3.400e-05,0.16,0.2
-3.390e-05,0.08,0.2
-3.380e-05,0.08,0.2
-3.370e-05,0.16,0.2
-3.360e-05,0.16,0.2
-3.350e-05,0.16,0.2
-3.340e-05,0.08,0.4
-3.330e-05,0.24,0.4
-3.320e-05,0.08,0.4
-3.310e-05,0.16,0.2
-3.300e-05,0.08,0.2
-3.290e-05,0.08,0.4
-3.280e-05,0.16,0.4
-3.270e-05,0.08,0
-3.260e-05,0.08,0.2
-3.250e-05,0.16,0.2
-3.240e-05,0.16,0.2
-3.230e-05,0.16,0.2
-3.220e-05,0.08,0.4
-3.210e-05,0.08,0.2
-3.200e-05,0.08,0.2
-3.190e-05,0.08,0.4
-3.180e-05,0.16,0.2
